# Cities: name, latitude, longitude
La Crosse, Barcelona (Venezuela), 4022.3
La Crosse, Lopez Mateos, 2427.4
La Crosse, Reynosa, 1704.7
La Crosse, Oklahoma City, 716.3
La Crosse, Louisville, 589.1
La Crosse, San Salvador, 2889.2
La Crosse, Toluca, 2178.3
La Crosse, Portland, 2044.1
La Crosse, Maturin, 4037.4
La Crosse, Torreon, 1699.9
La Crosse, Albuquerque, 1352.6
La Crosse, Petare, 3811.4
La Crosse, Soledad, 3357.1
La Crosse, Tucson, 1721.5
La Crosse, Tlaquepaque, 2350.1
La Crosse, Tuxtla Gutierrez, 2504.4
La Crosse, Bucaramanga, 3679.0
La Crosse, San Nicolas de los Garza, 1542.1
La Crosse, Atlanta, 1033.5
La Crosse, Cuautitlan Izcalli, 2086.4
La Crescent, Winona, 29.5
La Crescent, Minneapolis, 134.9
La Crescent, Mexico City, 2079.5
La Crescent, New York, 1049.9
La Crescent, Bogota, 4260.4
La Crescent, Toronto, 756.4
La Crescent, Los Angeles, 2241.0
La Crescent, Montreal, 1146.2
La Crescent, Chicago, 287.5
La Crescent, Maracaibo, 3597.7
La Crescent, Santo Domingo, 2747.7
La Crescent, Medellin, 3627.9
La Crescent, Guayaquil, 4733.6
La Crescent, Houston, 1304.5
La Crescent, Cali, 4120.7
La Crescent, Havanna, 2056.8
La Crescent, Vancouver, 1918.5
La Crescent, Caracas, 3968.7
La Crescent, Ecatepec, 2436.7
La Crescent, Valencia (Venezuela), 3848.5
La Crescent, Guadalajara, 2092.9
La Crescent, Phoenix, 1557.2
La Crescent, Quito, 4766.9
La Crescent, Juarez, 1333.7
La Crescent, Tijuana, 1936.9
La Crescent, Puebla, 2206.7
La Crescent, Philadelphia, 953.4
La Crescent, San Antonio, 1411.3
La Crescent, Dallas, 887.2
La Crescent, San Diego, 2053.8
La Crescent, Nezahualcoyotl, 2437.9
La Crescent, Leon, 2112.0
La Crescent, Barranquilla, 3402.9
La Crescent, Monterrey, 1659.6
La Crescent, Barquisimeto, 3794.0
La Crescent, Guatemala, 2897.9
La Crescent, Zapopan, 2100.7
La Crescent, Calgary, 1505.1
La Crescent, Tegucigalpa, 2776.2
La Crescent, San Jose, 2007.2
La Crescent, Ciudad Guayana, 4275.4
La Crescent, Managua, 2816.5
La Crescent, Edmonton, 1550.5
La Crescent, Cartagena, 3433.9
La Crescent, Ottawa, 880.4
La Crescent, Naucalpan, 2179.0
La Crescent, Detroit, 544.7
La Crescent, Jacksonville, 1312.3
La Crescent, Indianapolis, 422.5
La Crescent, Port-au-Prince, 2966.4
La Crescent, Guadalupe, 1769.2
La Crescent, San Francisco, 2087.3
La Crescent, Merida, 1868.4
La Crescent, Austin, 1160.7
La Crescent, Columbus, 634.2
La Crescent, Chihuahua, 1561.8
La Crescent, Fort Worth, 1015.7
La Crescent, Tlalnepantla, 2391.7
La Crescent, San Luis Potosi, 1886.4
La Crescent, Aguascalientes, 2064.6
La Crescent, Chimalhuacan, 2225.8
La Crescent, Memphis, 730.2
La Crescent, Acapulco, 2426.8
La Crescent, Quebec, 1111.0
La Crescent, Charlotte, 909.5
La Crescent, Queretaro, 2265.6
La Crescent, Hamilton, 626.8
La Crescent, Saltillo, 1794.4
La Crescent, Cancun, 2225.7
La Crescent, Winnipeg, 541.9
La Crescent, El Paso, 1514.1
La Crescent, Baltimore, 897.3
La Crescent, Hermosillo, 1719.3
La Crescent, Santiago (Dominican Republic), 2817.1
La Crescent, Mexicali, 2107.9
La Crescent, Morelia, 2108.9
La Crescent, Culiacan, 2051.3
La Crescent, Mixco, 2782.0
La Crescent, Seattle, 1789.1
La Crescent, San Pedro Sula, 2422.6
La Crescent, Maracay, 3471.6
La Crescent, Cucuta, 3713.5
La Crescent, Denver, 871.8
La Crescent, Washington, 978.9
La Crescent, Veracruz, 2391.2
La Crescent, Boston, 1137.4
La Crescent, Kingston, 2557.7
La Crescent, Villa Nueva, 2668.4
La Crescent, Las Vegas, 1665.9
La Crescent, Milwaukee, 197.9
La Crescent, Nashville, 754.5
La Crescent, Barcelona (Venezuela), 4230.3
La Crescent, Lopez Mateos, 2095.3
La Crescent, Reynosa, 1713.8
La Crescent, Oklahoma City, 838.5
La Crescent, Louisville, 617.0
La Crescent, San Salvador, 2653.8
La Crescent, Toluca, 2270.9
La Crescent, Portland, 1792.4
La Crescent, Maturin, 4405.3
La Crescent, Torreon, 1751.4
La Crescent, Albuquerque, 1359.3
La Crescent, Petare, 3965.5
La Crescent, Soledad, 3597.3
La Crescent, Tucson, 1717.1
La Crescent, Tlaquepaque, 2068.1
La Crescent, Tuxtla Gutierrez, 2269.3
La Crescent, Bucaramanga, 3997.1
La Crescent, San Nicolas de los Garza, 1768.1
La Crescent, Atlanta, 970.2
La Crescent, Cuautitlan Izcalli, 2106.6
Winona, Minneapolis, 109.0
Winona, Mexico City, 2311.6
Winona, New York, 1243.4
Winona, Bogota, 3881.4
Winona, Toronto, 667.7
Winona, Los Angeles, 1997.9
Winona, Montreal, 1034.2
Winona, Chicago, 316.1
Winona, Maracaibo, 3785.2
Winona, Santo Domingo, 2922.4
Winona, Medellin, 4006.8
Winona, Guayaquil, 4419.6
Winona, Houston, 1279.8
Winona, Cali, 4104.2
Winona, Havanna, 2076.4
Winona, Vancouver, 1915.3
Winona, Caracas, 3822.5
Winona, Ecatepec, 2373.9
Winona, Valencia (Venezuela), 3751.7
Winona, Guadalajara, 2372.4
Winona, Phoenix, 1727.9
Winona, Quito, 4789.9
Winona, Juarez, 1405.7
Winona, Tijuana, 2017.3
Winona, Puebla, 2363.3
Winona, Philadelphia, 1167.2
Winona, San Antonio, 1434.6
Winona, Dallas, 1005.3
Winona, San Diego, 2065.2
Winona, Nezahualcoyotl, 2140.7
Winona, Leon, 2032.7
Winona, Barranquilla, 3703.5
Winona, Monterrey, 1879.9
Winona, Barquisimeto, 3971.6
Winona, Guatemala, 2956.9
Winona, Zapopan, 2268.4
Winona, Calgary, 1425.8
Winona, Tegucigalpa, 2551.4
Winona, San Jose, 2076.0
Winona, Ciudad Guayana, 4540.2
Winona, Managua, 3029.8
Winona, Edmonton, 1446.4
Winona, Cartagena, 3384.9
Winona, Ottawa, 919.4
Winona, Naucalpan, 2343.9
Winona, Detroit, 478.7
Winona, Jacksonville, 1327.0
Winona, Indianapolis, 516.1
Winona, Port-au-Prince, 2936.6
Winona, Guadalupe, 1841.9
Winona, San Francisco, 2117.8
Winona, Merida, 1975.4
Winona, Austin, 1190.3
Winona, Columbus, 618.7
Winona, Chihuahua, 1611.4
Winona, Fort Worth, 1068.4
Winona, Tlalnepantla, 2061.1
Winona, San Luis Potosi, 1969.9
Winona, Aguascalientes, 2193.1
Winona, Chimalhuacan, 2394.0
Winona, Memphis, 797.4
Winona, Acapulco, 2503.8
Winona, Quebec, 1291.8
Winona, Charlotte, 1035.9
Winona, Queretaro, 2269.4
Winona, Hamilton, 753.4
Winona, Saltillo, 1847.5
Winona, Cancun, 2199.3
Winona, Winnipeg, 554.0
Winona, El Paso, 1335.3
Winona, Baltimore, 946.0
Winona, Hermosillo, 1995.1
Winona, Santiago (Dominican Republic), 2660.1
Winona, Mexicali, 1888.6
Winona, Morelia, 2090.7
Winona, Culiacan, 2126.5
Winona, Mixco, 2639.7
Winona, Seattle, 1894.5
Winona, San Pedro Sula, 2800.1
Winona, Maracay, 3691.8
Winona, Cucuta, 3542.5
Winona, Denver, 888.5
Winona, Washington, 1018.4
Winona, Veracruz, 2366.3
Winona, Boston, 1277.3
Winona, Kingston, 2847.4
Winona, Villa Nueva, 2877.5
Winona, Las Vegas, 1688.6
Winona, Milwaukee, 228.8
Winona, Nashville, 655.7
Winona, Barcelona (Venezuela), 4115.3
Winona, Lopez Mateos, 2385.7
Winona, Reynosa, 1540.0
Winona, Oklahoma City, 815.8
Winona, Louisville, 534.5
Winona, San Salvador, 2829.6
Winona, Toluca, 2434.2
Winona, Portland, 1909.8
Winona, Maturin, 4169.5
Winona, Torreon, 1913.2
Winona, Albuquerque, 1198.0
Winona, Petare, 3731.0
Winona, Soledad, 3529.8
Winona, Tucson, 1534.9
Winona, Tlaquepaque, 2324.8
Winona, Tuxtla Gutierrez, 2718.9
Winona, Bucaramanga, 3839.8
Winona, San Nicolas de los Garza, 1749.8
Winona, Atlanta, 1002.5
Winona, Cuautitlan Izcalli, 2326.2
Minneapolis, Mexico City, 2352.5
Minneapolis, New York, 1190.2
Minneapolis, Bogota, 4321.2
Minneapolis, Toronto, 847.2
Minneapolis, Los Angeles, 2005.5
Minneapolis, Montreal, 1076.2
Minneapolis, Chicago, 370.8
Minneapolis, Maracaibo, 3567.1
Minneapolis, Santo Domingo, 3213.3
Minneapolis, Medellin, 3811.6
Minneapolis, Guayaquil, 5314.1
Minneapolis, Houston, 1306.7
Minneapolis, Cali, 4144.1
Minneapolis, Havanna, 2259.1
Minneapolis, Vancouver, 1653.2
Minneapolis, Caracas, 4195.0
Minneapolis, Ecatepec, 2121.3
Minneapolis, Valencia (Venezuela), 3911.1
Minneapolis, Guadalajara, 2521.6
Minneapolis, Phoenix, 1599.1
Minneapolis, Quito, 5042.3
Minneapolis, Juarez, 1390.9
Minneapolis, Tijuana, 1840.8
Minneapolis, Puebla, 2597.7
Minneapolis, Philadelphia, 1235.3
Minneapolis, San Antonio, 1327.1
Minneapolis, Dallas, 1036.0
Minneapolis, San Diego, 2061.5
Minneapolis, Nezahualcoyotl, 2130.0
Minneapolis, Leon, 2168.1
Minneapolis, Barranquilla, 3891.0
Minneapolis, Monterrey, 1767.8
Minneapolis, Barquisimeto, 3928.6
Minneapolis, Guatemala, 2574.4
Minneapolis, Zapopan, 2439.6
Minneapolis, Calgary, 1167.5
Minneapolis, Tegucigalpa, 2762.6
Minneapolis, San Jose, 1825.4
Minneapolis, Ciudad Guayana, 4623.8
Minneapolis, Managua, 3360.5
Minneapolis, Edmonton, 1298.4
Minneapolis, Cartagena, 3847.0
Minneapolis, Ottawa, 1018.3
Minneapolis, Naucalpan, 2473.3
Minneapolis, Detroit, 595.2
Minneapolis, Jacksonville, 1622.7
Minneapolis, Indianapolis, 658.8
Minneapolis, Port-au-Prince, 2918.9
Minneapolis, Guadalupe, 1846.6
Minneapolis, San Francisco, 2008.5
Minneapolis, Merida, 2114.3
Minneapolis, Austin, 1168.4
Minneapolis, Columbus, 684.4
Minneapolis, Chihuahua, 1820.4
Minneapolis, Fort Worth, 963.7
Minneapolis, Tlalnepantla, 2505.5
Minneapolis, San Luis Potosi, 1916.6
Minneapolis, Aguascalientes, 2052.3
Minneapolis, Chimalhuacan, 2268.0
Minneapolis, Memphis, 772.8
Minneapolis, Acapulco, 2706.9
Minneapolis, Quebec, 1419.1
Minneapolis, Charlotte, 1207.3
Minneapolis, Queretaro, 2149.8
Minneapolis, Hamilton, 888.0
Minneapolis, Saltillo, 1667.3
Minneapolis, Cancun, 2074.4
Minneapolis, Winnipeg, 450.1
Minneapolis, El Paso, 1527.2
Minneapolis, Baltimore, 1131.8
Minneapolis, Hermosillo, 1976.7
Minneapolis, Santiago (Dominican Republic), 2889.9
Minneapolis, Mexicali, 1998.7
Minneapolis, Morelia, 2176.7
Minneapolis, Culiacan, 2253.3
Minneapolis, Mixco, 3034.9
Minneapolis, Seattle, 1769.3
Minneapolis, San Pedro Sula, 2776.9
Minneapolis, Maracay, 4219.8
Minneapolis, Cucuta, 3965.4
Minneapolis, Denver, 855.5
Minneapolis, Washington, 1072.8
Minneapolis, Veracruz, 2242.8
Minneapolis, Boston, 1342.5
Minneapolis, Kingston, 3008.7
Minneapolis, Villa Nueva, 3059.5
Minneapolis, Las Vegas, 1636.4
Minneapolis, Milwaukee, 372.9
Minneapolis, Nashville, 858.5
Minneapolis, Barcelona (Venezuela), 4494.1
Minneapolis, Lopez Mateos, 2135.0
Minneapolis, Reynosa, 1718.3
Minneapolis, Oklahoma City, 771.8
Minneapolis, Louisville, 728.5
Minneapolis, San Salvador, 2812.2
Minneapolis, Toluca, 2393.7
Minneapolis, Portland, 1719.8
Minneapolis, Maturin, 4567.4
Minneapolis, Torreon, 1937.3
Minneapolis, Albuquerque, 1287.7
Minneapolis, Petare, 4299.4
Minneapolis, Soledad, 3766.0
Minneapolis, Tucson, 1761.9
Minneapolis, Tlaquepaque, 2215.2
Minneapolis, Tuxtla Gutierrez, 2561.9
Minneapolis, Bucaramanga, 3918.3
Minneapolis, San Nicolas de los Garza, 1720.7
Minneapolis, Atlanta, 1096.6
Minneapolis, Cuautitlan Izcalli, 2175.3
Shanghai, Bombay, 4593.5
Shanghai, Karachi, 4548.6
Shanghai, Delhi, 3352.6
Shanghai, Manila, 1501.6
Shanghai, Dhaka, 2556.9
Shanghai, Soul, 687.4
Shanghai, Tokyo, 1248.1
Shanghai, Jakarta, 3822.8
Shanghai, Peking, 875.4
Shanghai, Lahore, 4116.7
Shanghai, Bangkok, 2379.9
Shanghai, Bangalore, 4145.3
Shanghai, Calcutta, 2774.7
Shanghai, Singapore, 3293.0
Shanghai, Rangoon, 2334.4
Shanghai, Madras, 4051.2
Shanghai, Chongqing, 1103.0
Shanghai, Ho Chi Minh City, 2106.9
Shanghai, Xian, 893.8
Shanghai, Wuhan, 517.2
Shanghai, Hyderabad (India), 3953.9
Shanghai, Chengdu, 1282.0
Shanghai, Ahmadabad, 4355.0
Shanghai, Tianjin, 752.9
Shanghai, Chattagam, 2743.8
Shanghai, Yokohama, 1210.4
Shanghai, Shenyang, 858.5
Shanghai, Pusan, 568.9
Shanghai, Harbin, 1177.0
Shanghai, Nanjing, 180.4
Shanghai, Pune, 4463.8
Shanghai, Pyongyang, 667.5
Shanghai, Surat, 4180.7
Shanghai, Guangzhou, 952.6
Shanghai, Kanpur, 3210.3
Shanghai, Jaipur, 4057.0
Shanghai, Taiyuan, 876.8
Shanghai, Faisalabad, 3907.8
Shanghai, Changchun, 1077.3
Shanghai, Taibei, 501.3
Shanghai, Osaka, 984.9
Shanghai, Lakhnau, 3499.4
Shanghai, Inchon, 550.7
Shanghai, Kabul, 4359.2
Shanghai, Taegu, 556.1
Shanghai, Nagpur, 3666.6
Shanghai, Surabaya, 3703.1
Shanghai, Nagoya, 1193.4
Shanghai, Shijiazhuang, 683.6
Shanghai, Changsha, 639.8
Shanghai, Jinan, 485.7
Shanghai, Tashkent, 4436.5
Shanghai, Dalian, 586.3
Shanghai, Jilin, 1158.5
Shanghai, Nanchang, 421.5
Shanghai, Zhengzhou, 591.1
Shanghai, Jiulong, 844.2
Shanghai, Sapporo, 1665.2
Shanghai, Hangzhou, 113.7
Shanghai, Rawalpindi, 4082.3
Shanghai, Xinyang, 507.2
Shanghai, Medan, 3565.8
Shanghai, Indore, 3801.0
Shanghai, Patna, 3116.9
Shanghai, Bhopal, 4025.5
Shanghai, Qingdao, 379.5
Shanghai, Thana, 4294.0
Shanghai, Bekasi, 3925.9
Shanghai, Ludhiana, 3423.4
Shanghai, Bandung, 3833.1
Shanghai, Tangshan, 707.5
Shanghai, Agra, 3339.3
Shanghai, Urumqi, 2644.1
Shanghai, Davao, 2381.7
Shanghai, Kobe, 1089.0
Shanghai, Multan, 4089.3
Shanghai, Ha Noi, 1570.0
Shanghai, Gaoxiong, 682.3
Shanghai, Hyderabad (Pakistan), 4525.2
Shanghai, Suzhou, 54.7
Shanghai, Vadodara, 4506.2
Shanghai, Gujranwala, 3843.4
Shanghai, Pimpri, 4345.7
Shanghai, Kyoto, 1063.8
Shanghai, Tangerang, 3654.9
Shanghai, Nashik, 4156.4
Shanghai, Kuala Lumpur, 3105.9
Shanghai, Fukuoka, 635.9
Shanghai, Taejon, 563.6
Shanghai, Lanzhou, 1309.9
Shanghai, Shantou, 773.5
Shanghai, Koyang, 632.4
Shanghai, Hefei, 280.4
Shanghai, Novosibirsk, 3466.5
Shanghai, Makasar, 3732.9
Shanghai, Narayanganj, 2565.9
Shanghai, Faridabad, 3475.8
Shanghai, Fushun, 920.1
Shanghai, Phnum Penh, 2370.5
Shanghai, Luoyang, 733.7
Shanghai, Khulna, 2762.8
Shanghai, Depok, 3812.1
Shanghai, Ghaziabad, 3551.9
Shanghai, Handan, 695.9
Shanghai, Kawasaki, 1450.3
Shanghai, Kwangju, 520.5
Shanghai, Peshawar, 4022.1
Shanghai, Rajkot, 4604.4
Shanghai, Suwon, 670.7
Shanghai, Mandalay, 2387.0
Shanghai, Almaty, 3225.2
Shanghai, Mirat, 3321.6
Shanghai, Baotou, 1046.8
Shanghai, Rongcheng, 704.5
Shanghai, Kalyan, 4122.9
Shanghai, Xianggangdao, 879.4
Shanghai, Yekaterinburg, 5042.5
Shanghai, Semarang, 3563.6
Shanghai, Xuzhou, 387.6
Shanghai, Palembang, 3615.7
Shanghai, Fuzhou, 464.8
Shanghai, Saitama, 1304.0
Shanghai, Shenzhen, 912.4
Shanghai, Anshan, 887.4
Shanghai, Varanasi, 3222.0
Shanghai, Guiyang, 1147.6
Shanghai, Wuxi, 83.4
Shanghai, Subang Jaya, 3347.4
Shanghai, Hiroshima, 834.6
Shanghai, Amritsar, 4024.6
Shanghai, Huainan, 344.9
Shanghai, Aurangabad, 3990.7
Shanghai, Omsk, 3849.9
Shanghai, Navi Mumbai, 4659.1
Shanghai, Allahabad, 3139.4
Shanghai, Sholapur, 4381.7
Shanghai, Xianyang, 968.8
Shanghai, Baoding, 714.3
Shanghai, Kunming, 1409.0
Shanghai, Taizhong, 591.8
Shanghai, Datong, 998.3
Shanghai, Jabalpur, 3316.3
Shanghai, Visakhapatnam, 3809.3
Shanghai, Srinagar, 3851.7
Shanghai, Benxi, 920.1
Shanghai, Chelyabinsk, 4801.7
Shanghai, Haora, 2852.1
Shanghai, Sendai, 1450.5
Shanghai, Ranchi, 2959.2
Shanghai, Songnam, 571.4
Shanghai, Klang, 3419.5
Shanghai, Chandigarh, 3385.4
Shanghai, Koyampattur, 4479.8
Shanghai, Jodhpur, 3831.5
Shanghai, Kitakyushu, 725.7
Shanghai, Huaibei, 391.3
Shanghai, Changzhou, 108.3
Shanghai, Maisuru, 4354.6
Shanghai, Guwahati, 2239.2
Shanghai, Vijayawada, 3786.2
Shanghai, Ulsan, 615.3
Shanghai, Chiba, 1495.8
Shanghai, Padang, 3692.3
Shanghai, Gwalior, 3361.1
Shanghai, Biskek, 3998.6
Shanghai, Kathmandu, 2986.9
Shanghai, Qiqihar, 1262.4
Shanghai, Ulaanbaatar, 1599.8
Shanghai, Krasnoyarsk, 2948.4
Shanghai, Madurai, 4630.0
Shanghai, Bandar Lampung, 3950.7
Shanghai, Pingdingshan, 620.3
Shanghai, Hubli, 4745.9
Shanghai, Wenzhou, 275.2
Shanghai, Johor Bahru, 3028.3
Shanghai, Jalandhar, 3896.8
Shanghai, Taian, 469.6
Shanghai, Mira Bhayandar, 4646.9
Shanghai, Salem, 4695.8
Shanghai, Bhubaneswar, 3043.1
Shanghai, Hamamatsu, 1132.7
Shanghai, Sakai, 1076.1
Shanghai, Quetta, 4242.3
Shanghai, Aligarh, 3286.8
Shanghai, Bogor, 3757.7
Shanghai, Niigata, 1321.0
Shanghai, Thiruvananthapuram, 4371.1
Shanghai, Bareli, 3419.5
Shanghai, Cebu, 1936.9
Shanghai, Kota, 3821.5
Shanghai, Shihung, 641.2
Shanghai, Puchon, 637.7
Shanghai, Tiruchchirappalli, 4268.8
Shanghai, Qinhuangdao, 754.6
Shanghai, Anyang (China), 560.6
Shanghai, Bhiwandi, 4378.5
Shanghai, Nanning, 1331.3
Shanghai, Hohhot, 1021.9
Shanghai, Moradabad, 3289.2
Shanghai, Zhangjiakou, 882.9
Shanghai, Liuzhou, 1005.6
Shanghai, Rajshahi, 2662.1
Shanghai, Yantai, 470.2
Shanghai, Tainan, 632.0
Shanghai, Xining, 1440.4
Shanghai, Hegang, 1371.5
Shanghai, Malang, 3643.1
Shanghai, Hengyang, 742.5
Shanghai, Puyang, 541.0
Shanghai, Xinxiang, 551.8
Shanghai, Raipur, 3258.9
Shanghai, Pekan Baru, 3360.4
Shanghai, Foshan, 986.8
Shanghai, Ningbo, 105.7
Shanghai, Langfang, 779.0
Shanghai, Ampang Jaya, 3384.4
Shanghai, Liaoyang, 890.4
Shanghai, Changzhi, 787.3
Shanghai, Chonju, 492.0
Shanghai, Zamboanga, 2160.4
Shanghai, Gorakhpur, 3279.5
Shanghai, Zhuzhou, 585.1
Shanghai, Huangshi, 491.5
Shanghai, Shaoguan, 753.6
Shanghai, Guilin, 918.6
Shanghai, Shizuoka, 1289.4
Shanghai, Fuxin, 951.6
Shanghai, Ipoh, 2935.5
Shanghai, Dushanbe, 4564.2
Shanghai, Zhanjiang, 1151.7
Shanghai, Xingtai, 732.2
Shanghai, Okayama, 831.3
Shanghai, Yogyakarta, 4210.2
Shanghai, Bhilai, 3390.4
Shanghai, Zigong, 1191.1
Shanghai, Mudanjiang, 1228.5
Shanghai, Colombo, 4910.2
Shanghai, Shatian, 892.8
Shanghai, Kumamoto, 718.5
Shanghai, Zhangdian, 549.8
Shanghai, Xiangtan, 716.5
Shanghai, Dasmarinas, 1541.5
Shanghai, Nantong, 74.7
Shanghai, Shaoyang, 823.6
Shanghai, Islamabad, 3652.9
Shanghai, Panjin, 840.8
Shanghai, Ansan, 634.8
Shanghai, Jamshedpur, 2806.5
Shanghai, Dandong, 819.0
Shanghai, Haikou, 1349.4
Shanghai, Amravati, 3688.8
Shanghai, Sagamihara, 1359.4
Shanghai, Zhangzhou, 550.8
Shanghai, Kataka, 3196.4
Shanghai, Kuching, 2769.0
Shanghai, Zhenjiang, 165.2
Shanghai, Yancheng, 207.7
Shanghai, Yuanlong, 913.5
Shanghai, Hai Phong, 1312.2
Shanghai, Anyang (South Korea), 670.8
Shanghai, Dadiangas, 2210.4
Shanghai, Chongju, 561.4
Shanghai, Bikaner, 4021.7
Shanghai, Taizhou, 159.1
Shanghai, Antipolo, 1339.2
Shanghai, Xiamen, 651.4
Shanghai, Yingkou, 802.3
Shanghai, Kagoshima, 659.4
Shanghai, Siping, 942.1
Shanghai, Luancheng, 746.0
Shanghai, Banjarmasin, 3435.6
Shanghai, Khabarovsk, 1830.9
Shanghai, Jinzhou, 813.1
Shanghai, Bengbu, 296.4
Shanghai, Irkutsk, 2134.3
Shanghai, Shihezi, 2677.6
Shanghai, Bhavnagar, 4663.8
Shanghai, Jiangmen, 983.3
Shanghai, Barnaul, 3227.8
Shanghai, Vladivostok, 1332.1
Shanghai, Warangal, 3701.6
Shanghai, Kaifeng, 545.1
Shanghai, Funabashi, 1490.4
Shanghai, Shah Alam, 3438.5
Shanghai, Maoming, 1222.9
Shanghai, Hachioji, 1256.5
Shanghai, Hamhung, 839.2
Shanghai, Sargodha, 4024.0
Shanghai, Cangzhou, 639.2
Shanghai, Tanggu, 662.8
Shanghai, Changde, 659.2
Shanghai, Surakarta, 3995.8
Shanghai, Xigong, 982.8
Shanghai, Shiliguri, 2713.2
Shanghai, Jiamusi, 1584.0
Shanghai, Huaiyin, 236.6
Shanghai, Kolhapur, 4332.3
Shanghai, Ulhasnagar, 4106.0
Shanghai, Rajpur, 2829.1
Shanghai, Maanshan, 212.1
Shanghai, Banqiao, 501.5
Shanghai, Kota Kinabalu, 2268.6
Shanghai, Ajmer, 3766.0
Shanghai, Neijiang, 1267.1
Shanghai, Guntur, 3730.9
Shanghai, Novokuznetsk, 2928.4
Shanghai, Yangzhou, 153.4
Shanghai, Durgapur, 3118.4
Shanghai, Shashi, 688.1
Shanghai, Petaling Jaya, 3198.4
Shanghai, Sangli-Miraj, 4573.0
Shanghai, Dehra Dun, 3658.9
Shanghai, Jiaozuo, 698.0
Shanghai, Zhuhai, 962.6
Shanghai, Nanded, 3858.5
Shanghai, Tyumen, 4900.6
Shanghai, Cagayan, 1994.3
Shanghai, Uijongbu, 647.2
Shanghai, Yueyang, 627.6
Shanghai, Matsuyama, 788.4
Shanghai, Jamnagar, 4384.0
Shanghai, Jammu, 4090.4
Shanghai, Gulbarga, 4389.3
Shanghai, Bahawalpur, 4380.7
Shanghai, Zhunmen, 944.4
Shanghai, Bhatpara, 2579.5
Shanghai, Calamba, 1524.4
Shanghai, Changwon, 555.2
Shanghai, Zunyi, 1187.4
Shanghai, Saharanpur, 3760.1
Shanghai, Higashiosaka, 949.7
Shanghai, Xuchang, 578.6
Shanghai, Wuhu, 198.6
Bombay, Karachi, 681.8
Bombay, Delhi, 935.4
Bombay, Istanbul, 4628.6
Bombay, Manila, 4264.9
Bombay, Moscow, 4578.9
Bombay, Dhaka, 1500.6
Bombay, Soul, 5301.9
Bombay, Jakarta, 3972.0
Bombay, Tehran, 2465.5
Bombay, Cairo, 3912.0
Bombay, Peking, 4280.2
Bombay, Lahore, 1109.4
Bombay, Bangkok, 2642.7
Bombay, Bagdad, 2865.5
Bombay, Bangalore, 559.3
Bombay, Calcutta, 1340.2
Bombay, Singapore, 3265.2
Bombay, Rangoon, 1781.8
Bombay, Riyadh, 2216.9
Bombay, Madras, 814.0
Bombay, Chongqing, 2990.5
Bombay, Ho Chi Minh City, 3133.5
Bombay, Xian, 3533.7
Bombay, Wuhan, 3987.1
Bombay, Alexandria, 4198.4
Bombay, Hyderabad (India), 441.6
Bombay, Chengdu, 2942.6
Bombay, Ankara, 4116.2
Bombay, Ahmadabad, 311.5
Bombay, Tianjin, 4139.2
Bombay, Chattagam, 1499.5
Bombay, Shenyang, 5014.8
Bombay, Gizeh, 3872.7
Bombay, Nanjing, 4017.1
Bombay, Pune, 81.6
Bombay, Addis Abeba, 3521.7
Bombay, Pyongyang, 4920.0
Bombay, Surat, 159.9
Bombay, Guangzhou, 3879.9
Bombay, Jiddah, 2674.5
Bombay, Kanpur, 786.1
Bombay, Nairobi, 3798.3
Bombay, Jaipur, 688.5
Bombay, Dar es Salaam, 4442.4
Bombay, Taiyuan, 3556.3
Bombay, al-Mawsil, 2960.2
Bombay, Faisalabad, 954.1
Bombay, Changchun, 5072.1
Bombay, Izmir, 4461.0
Bombay, Taibei, 4880.6
Bombay, Lakhnau, 937.4
Bombay, Kiev, 4657.8
Bombay, Inchon, 5380.5
Bombay, Mashhad, 1981.9
Bombay, Kabul, 1408.4
Bombay, Umm Durman, 3732.3
Bombay, Nagpur, 540.5
Bombay, Surabaya, 4478.2
Bombay, Shijiazhuang, 3800.3
Bombay, Changsha, 3629.6
Bombay, Khartoum, 3834.0
Bombay, Jinan, 4428.8
Bombay, Tashkent, 1869.3
Bombay, Dalian, 4478.1
Bombay, Nanchang, 3922.0
Bombay, Zhengzhou, 3938.0
Bombay, Bayrut, 3253.2
Bombay, Jiulong, 4046.2
Bombay, Bucharest, 4444.4
Bombay, Hangzhou, 4240.7
Bombay, Rawalpindi, 1200.3
Bombay, San'a, 2546.2
Bombay, al-Basrah, 2460.0
Bombay, Xinyang, 3665.8
Bombay, Medan, 2938.8
Bombay, Indore, 341.3
Bombay, Minsk, 4598.5
Bombay, Patna, 1068.0
Bombay, Bhopal, 495.9
Bombay, Qingdao, 4253.2
Bombay, Dubai, 1466.8
Bombay, Thana, 23.3
Bombay, Aleppo, 3347.5
Bombay, Bekasi, 4093.3
Bombay, Ludhiana, 1006.0
Bombay, Esfahan, 1906.6
Bombay, Bandung, 4569.0
Bombay, Tangshan, 4711.3
Bombay, Muqdisho, 2740.7
Bombay, Damascus, 3314.2
Bombay, Agra, 744.7
Bombay, Urumqi, 2344.7
Bombay, Antananarivo, 4220.2
Bombay, Multan, 943.7
Bombay, Ha Noi, 2775.7
Bombay, Gaoxiong, 4631.5
Bombay, Kampala, 4203.7
Bombay, Hyderabad (Pakistan), 571.0
Bombay, Suzhou, 4526.4
Bombay, Vadodara, 239.3
Bombay, Gujranwala, 1198.3
Bombay, Bursa, 4352.4
Bombay, Pimpri, 79.4
Bombay, Karaj, 2182.2
